f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,0.3277617970285095,0.035397864156184435,0.0026385383862248873,0.5540446635191696,-0.06539996950122842,-0.06863336574048819,0.7639727731038374,-0.10328717099868866,-0.17342845294915843,0.9690440644877207,-0.07800062273859854,-0.27735132784502814,0.4007408931843331,-0.6037632919938588,-0.05993250974490528,0.6445509953927566,-0.7819456512583574,-0.18369873091447744,0.8398477798860746,-0.8010402731918368,-0.2524134566032647,1.0,-0.7715397429861993,-0.29317566254401073,0.3073477754824932,-0.6251590378685765,-0.13931743077916187,0.7013692654794477,-0.42377433819730315,-0.2786256809856321,0.6087842121818192,-0.24241989878231013,-0.2879928349405838,0.49496407875936704,-0.23474270942343028,-0.2726558684167828,0.24660052901306095,-0.5476018918709685,-0.2258595143049654,0.6141467059059939,-0.2997797660661635,-0.35561018814676504,0.4987918160840334,-0.15379385284871144,-0.3133273461429051,0.38713206525397276,-0.17449478576980795,-0.2661452960531341,0.21579232282796668,-0.4255515947707168,-0.316157621749637,0.5063153276713576,-0.22176470535579162,-0.3738008775434579,0.4317929278367359,-0.10168617318468422,-0.32061797324552493,0.32847047043503314,-0.10631614197296559,-0.2740726088350156,C
0.0,0.0,0.0,0.32358430301276647,0.021944633378589352,-0.0022148155197399947,0.5419078119127807,-0.0696964905578579,-0.07815326544357329,0.7485655013276873,-0.10245501184333368,-0.18523803135566103,0.9493512568906209,-0.08274328567016213,-0.2905538204506012,0.39002284929870235,-0.6026799835586762,-0.07128576170975959,0.6398485989704746,-0.7754554735053745,-0.2030574864272067,0.8358304639093402,-0.7949956301245987,-0.27557115076747324,1.0,-0.7712357499069977,-0.31631274764939005,0.2967155779267236,-0.6267434667966408,-0.1485581559381393,0.687140415372962,-0.4152119733021618,-0.28975183518151987,0.585865001099473,-0.23383621814511296,-0.2975575103621834,0.4736031054089265,-0.22837625601385844,-0.2794491289761489,0.23186149012424087,-0.5499798010413237,-0.23363186642242426,0.5956041331765429,-0.29014994217633877,-0.3672293121977558,0.47633160742667485,-0.1467394119299945,-0.3256108674695048,0.37230197845692814,-0.1740495759214191,-0.27598164344031273,0.1970951613432178,-0.4261044782924551,-0.3221876964835775,0.4805072440209703,-0.21977968842320497,-0.37862170692787406,0.40862483447107667,-0.10194667446466217,-0.32150016676573684,0.3099537390799691,-0.1100271681185086,-0.27041359704098794,C
0.0,0.0,0.0,0.3594344264251745,0.02072464592246486,0.004783627841473966,0.5761707322415798,-0.0821115413951308,-0.07219528841909406,0.7885338403878445,-0.11548512816176407,-0.18291728938126528,1.0,-0.09244076138366711,-0.29000953026842935,0.3857474659428587,-0.6497937646563275,-0.08525668492863141,0.5958118293746056,-0.8769841640513406,-0.2269986635894501,0.7902360760894224,-0.9055637739420938,-0.2975825727151257,0.9603900535290364,-0.868743217236401,-0.33407616928373496,0.2865975076739082,-0.6564192208532559,-0.1713257454318523,0.7292719809610929,-0.48082657795069983,-0.3117745163146523,0.6455962967933871,-0.27368838620440716,-0.309356961425854,0.5327112814985574,-0.26916977580602053,-0.28479963584451584,0.2281285900815737,-0.5640900590953613,-0.2653315918756835,0.648460414061378,-0.33579447926538497,-0.3970784734363609,0.5399829557928372,-0.16065517228758966,-0.3468668629565278,0.424844698714605,-0.18731311637557627,-0.2934500271014417,0.20572290310011523,-0.4248816800883926,-0.3631946311120471,0.5208004386198508,-0.2280425551277843,-0.4161703124993217,0.4572235029139629,-0.0990356820001712,-0.3546086158507027,0.3487057857495854,-0.10570904464438421,-0.30111587804749573,C
0.0,0.0,0.0,0.3506379215274342,0.022335471372980305,0.007823228383221617,0.5719302639947461,-0.07746496259363686,-0.07258970912041562,0.7881914468184927,-0.1139034505142727,-0.18848530195539095,1.0,-0.09748874685054885,-0.3028185721165436,0.38617861802768155,-0.6585420883617076,-0.09676548149708715,0.5938547982588807,-0.8950903880555091,-0.240533151910265,0.7912074553678867,-0.923516404101243,-0.3157995567372278,0.9606210336821074,-0.8848954210121731,-0.3566934113004917,0.2823751965836706,-0.6677400684554208,-0.18510912903668275,0.7196765307884206,-0.4903023791030297,-0.3273616416514208,0.6396565921552869,-0.279899482969568,-0.32788164407878073,0.5198744518569235,-0.26312006709244995,-0.3089434813497315,0.22000332587016913,-0.5747122451876829,-0.2797422583252548,0.6364353362232187,-0.34430314795132066,-0.41225811322939965,0.5296861282599852,-0.16780499618686082,-0.36106113863774836,0.4067417295934849,-0.18136260320253927,-0.31004488901114846,0.19479229000813775,-0.4351441355550588,-0.37798229795923216,0.5167287813699295,-0.238670193803127,-0.43426616747508856,0.4528847362049997,-0.10879261374828471,-0.3738075153261355,0.3415122645955038,-0.10834064928007904,-0.32240709037226706,C
0.0,0.0,0.0,0.28817454788835395,-0.012989020894011884,-0.06471745043300811,0.5589696173402338,-0.08798326641082516,-0.18501003122443488,0.80347598238384,-0.0853456685177824,-0.3287064663058451,1.0,-0.09082806904686251,-0.4718694105840971,0.3198812083937861,-0.5816833897077618,-0.15002782171674264,0.5142339110357622,-0.7783831123221655,-0.32493682827403586,0.7132487203951167,-0.8622115912991926,-0.4369789639509502,0.8908736136319336,-0.9032543137672235,-0.5071372039301661,0.17426186200193017,-0.6313954054587901,-0.20998130938148596,0.4967522751702106,-0.43599287990173236,-0.39780686393954956,0.39344120406473865,-0.25473973624888036,-0.4303605858150097,0.2731322638158531,-0.2584461580498248,-0.43008918950501696,0.043460905854632144,-0.5802282604439354,-0.28021616743251004,0.3682635158830238,-0.35961336808708844,-0.45646968388050635,0.2690741430299373,-0.2180789461630349,-0.4034500143128288,0.1566169476429449,-0.2498764935466704,-0.34412873411118416,-0.07831212230108237,-0.4830215653321323,-0.3591800129502481,0.18961336375226115,-0.3042983713620504,-0.4649246560790917,0.1283038066574566,-0.19720805335767772,-0.4056121900262077,0.015774002913870884,-0.2199606946762975,-0.3430292774239834,C
0.0,0.0,0.0,0.3537088653386797,0.02022309354596464,0.004267858540996742,0.5763649380061768,-0.07542231375218127,-0.07533251653076707,0.7899123807702032,-0.10849181707841911,-0.18957322822831202,1.0,-0.08844919729167856,-0.30204899796798473,0.3925218708083778,-0.6558307167285714,-0.09253149718287094,0.6000962340928586,-0.8900834546222337,-0.23956617342100076,0.7983370162409383,-0.9159476350761508,-0.3190445206525693,0.9717311655525421,-0.8786713318966217,-0.3617324448763307,0.28855544160293023,-0.6641858491796178,-0.17866978177310117,0.7305866765498066,-0.486331634801037,-0.3241252359807691,0.649350967481198,-0.2790289296704963,-0.3297518593493397,0.5305212589923015,-0.26395039724988756,-0.3122920542637865,0.22588617952518514,-0.5704684121734177,-0.2717527598788418,0.6499997366465373,-0.33869852613746887,-0.40849231525960866,0.5389225967387143,-0.16520226813936154,-0.36317247275779874,0.41562423981072216,-0.18153363847221216,-0.3126363366636405,0.20017630469276643,-0.42958495522141155,-0.3683275122854814,0.5278152673275919,-0.23502878063194407,-0.423966825389423,0.46170156490201175,-0.10629804093170497,-0.3632445396418867,0.34924478726655633,-0.10648609481176122,-0.30985373561596186,C
0.0,0.0,0.0,0.28817454788835395,-0.012989020894011884,-0.06471745043300811,0.5589696173402338,-0.08798326641082516,-0.18501003122443488,0.80347598238384,-0.0853456685177824,-0.3287064663058451,1.0,-0.09082806904686251,-0.4718694105840971,0.3198812083937861,-0.5816833897077618,-0.15002782171674264,0.5142339110357622,-0.7783831123221655,-0.32493682827403586,0.7132487203951167,-0.8622115912991926,-0.4369789639509502,0.8908736136319336,-0.9032543137672235,-0.5071372039301661,0.17426186200193017,-0.6313954054587901,-0.20998130938148596,0.4967522751702106,-0.43599287990173236,-0.39780686393954956,0.39344120406473865,-0.25473973624888036,-0.4303605858150097,0.2731322638158531,-0.2584461580498248,-0.43008918950501696,0.043460905854632144,-0.5802282604439354,-0.28021616743251004,0.3682635158830238,-0.35961336808708844,-0.45646968388050635,0.2690741430299373,-0.2180789461630349,-0.4034500143128288,0.1566169476429449,-0.2498764935466704,-0.34412873411118416,-0.07831212230108237,-0.4830215653321323,-0.3591800129502481,0.18961336375226115,-0.3042983713620504,-0.4649246560790917,0.1283038066574566,-0.19720805335767772,-0.4056121900262077,0.015774002913870884,-0.2199606946762975,-0.3430292774239834,C
0.0,0.0,0.0,0.36000877929329766,0.03245270246720258,-0.006489058226878312,0.5803664655071896,-0.06332042894798395,-0.08949219041683187,0.7932282701642744,-0.09513764047814115,-0.20447076079458365,1.0,-0.0693279739331136,-0.3164754085569347,0.3879608621568366,-0.6508970850422651,-0.09702911293019013,0.6045592415429664,-0.8827537418028318,-0.24676602808081197,0.7958536595949404,-0.9116918714410233,-0.32412531967918784,0.9676093348859469,-0.8752057331920696,-0.3647825460859919,0.2862639473813504,-0.6579257827771597,-0.17963109977720745,0.7331190021168567,-0.47960338646681455,-0.3256044458315576,0.6434241875409342,-0.2688069553503228,-0.32620953398632846,0.5348618990008934,-0.26468404692386693,-0.3040130393487382,0.22424708671497798,-0.5658401785085644,-0.27118189782924573,0.6563758847706557,-0.3351983452599865,-0.4108425092751094,0.537591822491424,-0.15787789699531765,-0.36206482850068394,0.4217836494900745,-0.18378129145476052,-0.307613109504698,0.20085967646232553,-0.42608614709543546,-0.36743122751928436,0.5259400541679037,-0.23488405719810365,-0.42602715928547463,0.458824372561181,-0.10491322679201795,-0.36374750771927644,0.35133749145971566,-0.10938417148848914,-0.30817693274135416,C
0.0,0.0,0.0,0.2866410740280498,-0.005848949435537203,-0.07209201578666866,0.5600595782306158,-0.07587846123123158,-0.1957872196686737,0.8036656370625779,-0.07997266714412594,-0.3409978585881191,1.0,-0.08717769481666165,-0.4854661906691123,0.3304729796055635,-0.5714151561184704,-0.16634093889885207,0.5053291585726756,-0.7765861104544945,-0.34422797180054987,0.692905357272032,-0.8670964827215941,-0.4517996996382008,0.864489898449666,-0.9157673220946992,-0.5166308259329276,0.1762876764005851,-0.625723213603158,-0.22148968565630348,0.48279173106277534,-0.4346103094520062,-0.41106203533550045,0.3798534784023045,-0.24891885701474092,-0.4371903483327958,0.26080295619773386,-0.2535110643922937,-0.43057337763432746,0.03578816948659629,-0.5798648206277665,-0.287337265367718,0.3485803363373357,-0.35863999526942625,-0.4719656776278273,0.2520392162214073,-0.21718146137458674,-0.42142645238252785,0.14733932373044475,-0.25535164493816137,-0.3611101334144972,-0.09556653975992925,-0.48946941127980653,-0.3609571674372119,0.1713838146002467,-0.31137314146337597,-0.4689174728761538,0.10934257497277058,-0.19945633617358505,-0.4083625343200558,-0.003067389693189133,-0.21915791385807193,-0.3437895426973091,C
0.0,0.0,0.0,0.3533135957140325,0.03054996495489181,-0.0006533679059077887,0.5734085730161399,-0.06428119690305749,-0.08126058619074322,0.7889532995693548,-0.0966550320880689,-0.19397566800585947,1.0,-0.07756022290823254,-0.30346778490087256,0.39091965099867815,-0.6389660854551782,-0.09625138243195613,0.6076298404972871,-0.8717289719302336,-0.23866278941023622,0.8018262818768765,-0.9013489559995049,-0.3110150195667147,0.9711171205159482,-0.8660782340979963,-0.34961043214334164,0.2935570916482594,-0.6478628998222727,-0.17955611326515097,0.7320161491628467,-0.47780166478470437,-0.31610464758683443,0.6473484983410227,-0.2659498624183245,-0.31272545923902456,0.533102471286504,-0.2600936079302707,-0.2912583103723668,0.2365391649354323,-0.560172540851425,-0.27061852266380965,0.6571617384757589,-0.34087645618765494,-0.3991386433514838,0.548193558768713,-0.16028103723541012,-0.3465575645498172,0.43086317411244124,-0.1840745104599634,-0.2946618923885229,0.21638223325974115,-0.4256563178838714,-0.36626008099232776,0.5308593626017621,-0.232344812263695,-0.41798959900809135,0.46354958089321574,-0.10165506881717182,-0.3559043866577434,0.35077560084307846,-0.10757685356882833,-0.30380688461096217,C
